customer_id,city
0587-DMGBH,Willows
0594-UFTUL,Mather
0595-ITUDF,Fairfax
0596-BQCEQ,Hydesville
0599-XNYDO,Graton
0601-WZHJF,Shafter
0602-DDUML,Fallbrook
0603-OLQDC,Whittier
0603-TPMIB,"San Simeon"
0604-THJFP,"Castro Valley"
0607-DAAHE,Olivehurst
0607-MVMGC,Ranchita
0608-JDVEC,Dunlap
0611-DFXKO,Comptche
0612-RTZZA,Vista
0613-WUXUM,Soquel
0616-ATFGB,"Shasta Lake"
0617-AQNWT,"North Hills"
0617-FHSGK,"Rancho Cordova"
0618-XWMSS,Wasco
0619-OLYUR,"Garden Grove"
0620-DLSLK,Pasadena
0620-XEFWH,"Oak Run"
0621-CXBKL,Copperopolis
0621-HJWXJ,Irvine
0621-JFHOL,"North Hollywood"
0621-TSSMU,Maywood
0621-TWIEM,Newhall
0623-EJQEG,Murphys
0623-GDISB,"San Clemente"
0623-IIHUG,"San Diego"
0625-AFOHS,Ferndale
0626-QXNGV,Arcata
0628-CNQRM,Temecula
0634-SZPQA,"San Anselmo"
0635-WKOLD,Ceres
0637-KVDLV,"Elk Grove"
0637-UBJRP,Wilton
0637-YLETY,"Douglas City"
0639-TSIQW,"White Water"
0640-YJTPY,Smartville
0641-EVBOJ,Coarsegold
0643-OKLRP,Azusa
0644-OQMDK,Merced
0650-BWOZN,Aguanga
0654-HMSHN,Mojave
0654-PQKDW,Pescadero
0655-RBDUG,Alviso
0655-YDGFJ,"Palm Springs"
0657-DOGUM,"Rancho Cucamonga"
0661-KBKPA,Seaside
0661-KQHNK,"Round Mountain"
0661-WCQNQ,Orleans
0661-XEYAN,"Nevada City"
0665-XHDJU,"Monte Rio"
0666-UXTJO,"Morongo Valley"
0667-NSRGI,Lodi
0668-OGMHD,"Santa Rosa"
0670-ANMUU,"Chino Hills"
0670-KDOMA,Chowchilla
0673-IGUQO,Phelan
0674-DGMAQ,Elk
0674-EYYZV,"Los Angeles"
0674-GCDXG,Bakersfield
0675-NCDYU,Placentia
0678-RLHVP,"Redwood City"
0679-IDSTG,Branscomb
0679-TDGAK,Fresno
0680-DFNNY,Winters
0682-USIXD,"Diamond Bar"
0684-AOSIH,"Oro Grande"
0685-MLYYM,"Buena Park"
0687-ZVTHB,Richmond
0689-DSXGL,Yreka
0689-NKYLF,"Los Angeles"
0690-SRQID,Stockton
0691-IFBQW,Biola
0691-JVSYA,Pasadena
0691-NIKRI,Elverta
0696-UKTOX,"North Hills"
0697-ZMSWS,"Los Angeles"
0699-NDKJM,"Westlake Village"
0701-RFGFI,"La Mesa"
0701-TJSEF,"Santa Barbara"
0702-PGIBZ,"Dutch Flat"
0704-VCUMB,"San Diego"
0707-HOVVN,"Mi Wuk Village"
0708-LGSMF,Milpitas
0708-SJDIS,"West Hollywood"
0709-TVGUR,Stockton
0716-BQNDX,Madera
0719-SYFRB,Norco
0722-SVSFK,"Half Moon Bay"
0722-TROQR,Davis
0723-DRCLG,Fallbrook
0723-FDLAY,"Gold Run"
0723-VSOBE,"Dos Rios"
0725-CXOTM,Manteca
0727-BMPLR,Fresno
0727-BNRLG,"Los Angeles"
0727-IWKVK,Yermo
0730-BGQGF,"Grover Beach"
0730-KOAVE,"Redwood City"
0731-EBJQB,Downey
0732-OCQOC,"Death Valley"
0733-VUNUW,"San Francisco"
0734-OXWBT,Covina
0739-UUAJR,"Mountain View"
0742-LAFQK,Fullerton
0742-MOABM,Fallbrook
0742-NXBGR,Adin
0743-HNPFG,"Butte City"
0743-HRVFF,Bakersfield
0744-BIKKF,Mecca
0744-GKNGE,Inglewood
0746-JTRFU,Kingsburg
0748-RDGGM,Tarzana
0749-IRGQE,"Buena Park"
0750-EBAIU,Temecula
0750-EKNGL,Hyampom
0754-EEBDC,Covina
0754-UKWQP,Cool
0756-MPZRL,"Pauma Valley"
0757-WCUUZ,"June Lake"
0761-AETCS,Colton
0769-MURVM,"Carmel Valley"
0771-CHWSK,Brawley
0771-WLCLA,"Big Bear Lake"
0772-GYEQQ,Lodi
0774-IFUVM,Stockton
0774-RMNUW,Pala
0778-NELLA,Anaheim
0780-XNZFN,Oakland
0781-LKXBR,"San Francisco"
0784-GTUUK,Newman
0784-ZQJZX,Spreckels
0786-IVLAW,"Valley Village"
0786-VSSUD,"San Diego"
0787-LHDYT,"Carmel Valley"
0788-DXBFY,Tustin
0793-TWELN,"Los Angeles"
0794-YVSGE,Pasadena
0795-GMVQO,"San Diego"
0795-LAFGP,Fullerton
0795-XCCTE,Bishop
0799-DDIHE,Grenada
0804-XBFBV,"Foothill Ranch"
0804-YGEQV,"Palm Desert"
0807-ZABDG,Woodland
0810-BDHAW,Chowchilla
0810-DHDBD,"Rohnert Park"
0811-GSDTP,Alameda
0812-WUPTB,"Corona Del Mar"
0813-TAXXS,Alderpoint
0815-MFZGM,"Morgan Hill"
0816-TSPHQ,"Kettleman City"
0817-HSUSE,Altadena
0818-OCPZO,"Los Angeles"
0820-FNRNX,Lafayette
0822-GAVAP,Posey
0822-QGCXA,"Los Angeles"
0823-HSCDJ,Temecula
0824-VWDPO,Mckinleyville
0825-CPPQH,Laytonville
0827-ITJPH,"Los Angeles"
0829-DDVLK,Orange
0829-XXPLX,Cutler
0831-JNISG,"San Jose"
0835-DUUIQ,Alameda
0835-JKADZ,"San Francisco"
0836-SEYLU,"San Diego"
0839-JTCUD,"Mission Viejo"
0839-QNXME,Surfside
0840-DCNZE,"Newport Beach"
0840-DFEZH,"Los Angeles"
0841-NULXI,Stockton
0842-IWYCP,Helendale
0843-WTBXE,"San Diego"
0847-HGRML,"North Palm Springs"
0848-SOMKO,"Shingle Springs"
0848-ZGQIJ,Saratoga
0851-DFJKB,Concord
0853-NWIFK,Woodacre
0853-TWRVK,"North Hollywood"
0854-UYHZD,"West Covina"
0856-NAOES,Concord
0859-YGKFW,Olivehurst
0862-PRCBS,"San Francisco"
0864-FVJNJ,Trinidad
0866-QLSIR,"Garden Grove"
0867-LDTTC,Sacramento
0867-MKZVY,Altadena
0868-VJRDR,Cassel
0869-PAPRP,Pixley
0870-VEMYL,Columbia
0871-OPBXW,Escondido
0871-URUWO,"Sheep Ranch"
0872-CASZJ,"Hamilton City"
0872-JCPIB,Pinecrest
0872-NXJYS,"West Hollywood"
0875-CABNR,"San Luis Obispo"
0876-WDUUZ,"Pine Grove"
0877-SDMBN,"San Diego"
0880-FVFWF,Livermore
0880-TKATG,"Lucerne Valley"
0883-EIBTI,Clarksburg
0885-HMGPY,Honeydew
0886-QGENL,"San Diego"
0887-HJGAR,Coalinga
0887-WBJVH,Cressey
0895-DQHEW,Burney
0895-LMRSF,"Imperial Beach"
0895-LNKRC,"El Monte"
0895-UADGO,"River Pines"
0897-FEGMU,"Los Angeles"
0898-XCGTF,"Los Angeles"
0899-LIIBW,"Forks Of Salmon"
0899-WZRSD,"Marina Del Rey"
0902-RFHOF,Loomis
0902-XKXPN,Redding
0906-QVPMS,Monterey
0907-HQNTS,Pittsburg
0909-SDHNU,"Los Angeles"
0909-SELIE,"Clearlake Oaks"
0913-XWSCN,"Sun City"
0916-KNFAJ,"San Jose"
0916-QOFDP,Randsburg
0917-EZOLA,Lakewood
0921-OHLVP,Paradise
0923-PNFUB,"Westlake Village"
0924-BJCRC,Felton
0925-VYDLG,Ludlow
0927-CNGRH,Alta
0927-LCSMG,"San Jose"
0928-JMXNP,"Los Molinos"
0928-XUTSN,Brawley
0929-HYQEW,Oakland
0929-PECLO,Klamath
0930-EHUZA,Calpine
0931-MHTEM,"Big Bar"
0932-YIXYU,"Dos Palos"
0936-NQLJU,"Mokelumne Hill"
0939-EREMR,Chico
0939-YAPAF,"Santa Ana"
0940-OUQEC,Winters
0942-KOWSM,Hesperia
0943-ZQPXH,Vacaville
0945-TSONX,Encino
0946-CLJTI,Palmdale
0946-FKYTX,Tulare
0947-IDHRQ,"Woodland Hills"
0947-MUGVO,Jolon
0952-KMEEH,"Mountain View"
0953-LGOVU,Clearlake
0956-ACVZC,Novato
0956-SYCWG,"Agoura Hills"
0958-YHXGP,Oakland
0959-WHOKV,Covina
0960-HUWBM,"Pleasant Grove"
0961-ZWLVI,"Rancho Cordova"
0962-CQPWQ,Alameda
0963-ZBDRN,Claremont
0967-BMLBD,Hornitos
0968-GSIKN,"Thousand Palms"
0969-RGKCU,"Woodland Hills"
0970-ETWGE,Bodfish
0970-QXPXW,Monrovia
0971-QIFJK,Soquel
0973-KYVNF,Castaic
0975-UYDTX,Glendale
0975-VOOVL,"Agoura Hills"
0979-MOZQI,Monterey
0979-PHULV,"San Diego"
0980-FEXWF,Fiddletown
0980-PVMRC,"Squaw Valley"
0983-TATYJ,"Santa Ynez"
0988-AADSA,Forbestown
0988-JRWWP,Wilseyville
0991-BRRFB,Corona
0993-OSGPT,"Junction City"
0997-YTLNY,Escondido
0999-QXNSA,"Los Angeles"
1000-AJSLD,"San Diego"
1004-NOZNR,"Glen Ellen"
1009-IRMNA,"Port Hueneme"
1010-DIAUQ,"San Diego"
1013-QCWAM,"Garden Grove"
1015-JPFYW,Clements
1015-OWJKI,Lawndale
1016-DJTSV,Santee
1017-FBQMM,Acampo
1020-JPQOW,Angwin
1022-RKXDR,"South El Monte"
1023-BQXZE,Stockton
1024-GUALD,Glendale
1024-KPRBB,"San Diego"
1024-VRZHF,"San Diego"
1025-FALIX,Nicolaus
1027-LKKQQ,Plymouth
1028-FFNJK,Burbank
1029-QFBEN,"San Diego"
1031-IIDEO,"Sierra City"
1032-MAELW,Fresno
1035-IPQPU,"Parker Dam"
1036-GUDCL,"Oak Park"
1038-RQOST,Zenia
1038-ZAGBI,Fresno
1041-RXHRA,Guatay
1042-HFUCW,Cobb
1043-UXOVO,Sacramento
1043-YCUTE,Hayward
1045-LTCYT,"San Jose"
1047-NNCBF,"San Jose"
1047-RNXZV,Glendale
1049-FYSYG,Temecula
1051-EQPZR,Stanford
1051-GEJLJ,"San Gregorio"
1052-QJIBV,Colfax
1053-MXTTK,"North Hollywood"
1057-FOGLZ,Calimesa
1060-ENTOF,"Los Angeles"
1061-PNTHC,Encinitas
1062-LHZOD,"San Diego"
1063-DHQJF,Whittier
1064-FBXNK,Sacramento
1066-JKSGK,"Los Angeles"
1069-QJOEE,Hayward
1069-XAIEM,Mendocino
1073-XXCZD,Bakersfield
1074-AMIOH,"San Francisco"
1074-WVEVG,"Los Angeles"
1075-BGWOH,Rosemead
1077-HUUJM,"Rancho Cucamonga"
1078-TDCRN,"Agoura Hills"
1080-BWSYE,Irvine
1084-MNSMJ,"El Dorado"
1084-UQCHV,"Angelus Oaks"
1085-LDWAM,Portola
1086-LXKFY,Westwood
1087-GRUYI,"San Diego"
1087-UDSIH,Concord
1088-AUUZZ,"Shaver Lake"
1088-CNNKB,Campbell
1089-HDMKP,Bridgeport
1089-XZWHH,"Lee Vining"
1090-ESELR,Fawnskin
1090-PYKCI,Boonville
1091-SOZGA,"La Palma"
1092-GANHU,Magalia
1092-WPIVQ,"French Gulch"
1093-YSWCA,Corona
1094-BKOSX,Coleville
1095-JUDTC,Woodbridge
1095-WGNGG,"San Pedro"
1096-ADRUX,Placentia
1097-FSPVW,Pioneertown
1098-KFQEC,Encino
1098-TDVUQ,"Spring Valley"
1099-BTKWT,"Mission Viejo"
1099-GODLO,Berkeley
1100-DDVRV,"Twain Harte"
1101-SSWAG,Berkeley
1104-FEJAM,Richgrove
1104-TNLZA,"Klamath River"
1106-HRLKZ,Oakley
1110-KYLGQ,Campbell
1112-CUNAO,Grimes
1113-IUJYX,Winnetka
1114-CENIM,"San Jacinto"
1116-DXXDF,"Porter Ranch"
1116-FRYVH,Kingsburg
1120-BMWUB,"Los Angeles"
1121-QSIVB,Bakersfield
1122-JWTJW,Ocotillo
1122-YJBCS,"Los Angeles"
1125-SNVCK,"Los Angeles"
1131-ALZWV,"San Lorenzo"
1131-QQZEB,"Sunset Beach"
1131-SUEKT,Hood
1133-KXCGE,Palmdale
1134-YWTYF,Fresno
1135-HIORI,Byron
1135-LMECX,"Moreno Valley"
1136-XGEQU,Winchester
1137-DGOWI,Coachella
1139-WUOAH,Vallecito
1140-UKVZG,Farmersville
1142-IHLOO,"San Diego"
1142-WACZW,Chico
1143-NMNQJ,"Boulder Creek"
1150-FTQGN,"Oregon House"
1150-WFARN,Brawley
1153-GNOLC,"Santa Ana"
1154-HYWWO,"San Clemente"
1156-ZFYDO,Glendale
1157-BQCUW,"Fall River Mills"
1159-WFSGR,"South Pasadena"
1162-ECVII,Fresno
1163-ONYEY,Shoshone
1163-VIPRI,Garberville
1166-PQLGG,"Redwood City"
1167-OYZJF,"Santa Monica"
1169-SAOCL,Brookdale
1169-WCVAK,Fresno
1170-SASML,"Desert Hot Springs"
1171-TYKUR,"Los Angeles"
1172-VIYBP,"Cathedral City"
1173-NOEYG,"Santa Margarita"
1173-XZPYF,Torrance
1174-FGIFN,"Squaw Valley"
1177-XZBJL,Palermo
1178-PZGAB,"Sun City"
1179-INLAT,"Santa Clara"
1183-CANVH,Escondido
1184-PJVDB,"Amador City"
1187-WILMM,Lindsay
1193-RTSLK,"Happy Camp"
1194-BHJYC,Lockwood
1194-HVAIF,"Capistrano Beach"
1194-SPVSP,Soquel
1195-OIYEJ,"La Puente"
1196-AMORA,"Big Creek"
1197-BVMVG,Friant
1200-TUZHR,Posey
1202-KKGFU,Korbel
1205-WNWPJ,Lakehead
1206-EHBDD,Rodeo
1207-BLKSA,"Redwood City"
1208-DNHLN,"Grizzly Flats"
1208-NBVFH,Perris
1209-VFFOC,Brisbane
1212-GLHMD,"San Joaquin"
1213-NGCUN,"San Diego"
1215-EXRMO,"Junction City"
1215-FIGMP,"Los Angeles"
1215-VFYVK,Groveland
1216-BGTSP,Imperial
1216-JWVUX,"San Miguel"
1217-VASWC,"Avila Beach"
1218-VKFPE,Anaheim
1219-NNDDO,"Los Angeles"
1221-GHZEP,Hemet
1222-KJNZD,"Palos Verdes Peninsula"
1222-LRYKO,Posey
1223-UNPKS,Wendel
1226-IENZN,"Los Angeles"
1226-JZNKR,"Santa Ynez"
1226-UDFZR,Lafayette
1227-UDMZR,Fremont
1228-FZFRV,"Los Angeles"
1228-ZLNBX,Farmington
1229-RCALF,"San Jose"
1230-QAJDW,"Somes Bar"
1231-YNDEK,Redding
1236-WFCDV,Greenbrae
1237-WIYYZ,"Los Angeles"
1240-HCBOH,Windsor
1240-KNSEZ,"San Diego"
1241-EZFMJ,Ontario
1241-FPMOF,"Seal Beach"
1245-HARPS,Janesville
1247-QBVSH,"Santa Margarita"
1248-DYXUB,"Lemon Grove"
1251-KRREG,"North Hollywood"
1251-STYSZ,Glenhaven
1254-IZEYF,Cutler
1257-SXUXQ,Jenner
1258-YMZNM,Montara
1260-TTRXI,Planada
1261-FWTTE,"Los Angeles"
1262-OPMFY,"San Diego"
1264-BYWMS,"La Grange"
1264-FUHCX,"San Diego"
1265-BCFEO,Alamo
1265-HVPZB,Winnetka
1265-XTECC,Madera
1265-ZFOSD,Stonyford
1266-NZYUI,"Lee Vining"
1268-ASBGA,"Huntington Park"
1269-FOYWN,Phillipsville
1270-XKUCC,"San Diego"
1271-SJBGZ,"Forest Knolls"
1271-UODNO,"San Jose"
1272-ILHFG,"La Habra"
1273-MTETI,"Rancho Cucamonga"
