partition_row_number,customer_id,contract_type,"tenure (months)"
135,2853-CWQFQ,Month-to-Month,1
136,2955-PSXOE,Month-to-Month,1
137,2856-HYAPG,Month-to-Month,1
138,3049-NDXFL,Month-to-Month,1
139,3148-BLQJT,Month-to-Month,1
140,2676-ISHSF,Month-to-Month,1
141,1816-FLZDK,Month-to-Month,1
142,1820-TQVEV,Month-to-Month,1
143,0519-XUZJU,Month-to-Month,1
144,2018-QKYGT,Month-to-Month,1
145,2024-BASKD,Month-to-Month,1
146,4415-IJZTP,Month-to-Month,1
147,3961-SXAXY,Month-to-Month,1
148,2672-OJQZP,Month-to-Month,1
149,1833-VGRUM,Month-to-Month,1
150,2672-DZUOY,Month-to-Month,1
151,1122-JWTJW,Month-to-Month,1
152,0426-TIRNE,Month-to-Month,1
153,2862-PFNIK,Month-to-Month,1
154,2866-IKBTM,Month-to-Month,1
155,2867-UIMSS,Month-to-Month,1
156,2868-MZAGQ,Month-to-Month,1
157,4373-VVHQL,Month-to-Month,1
158,2668-TZSPS,Month-to-Month,1
159,1845-ZLLIG,Month-to-Month,1
160,2043-WVTQJ,Month-to-Month,1
161,2585-KTFRE,Month-to-Month,1
162,2202-CUYXZ,Month-to-Month,1
163,1846-XWOQN,Month-to-Month,1
164,1285-OKIPP,Month-to-Month,1
165,4367-NHWMM,Month-to-Month,1
166,1098-TDVUQ,Month-to-Month,1
167,2876-VBBBL,Month-to-Month,1
168,3871-IKPYH,Month-to-Month,1
169,4361-JEIVL,Month-to-Month,1
170,4351-QLCSU,Month-to-Month,1
171,4349-GFQHK,Month-to-Month,1
172,1853-UDXBW,Month-to-Month,1
173,0515-YPMCW,Month-to-Month,1
174,2468-SJFLM,Month-to-Month,1
175,1866-OBPNR,Month-to-Month,1
176,2049-BAFNW,Month-to-Month,1
177,2654-VBVPB,Month-to-Month,1
178,1895-QTKDO,Month-to-Month,1
179,1905-OEILC,Month-to-Month,1
180,0231-LXVAP,Month-to-Month,1
181,2386-LAHRK,Month-to-Month,1
182,4317-VTEOA,Month-to-Month,1
183,0235-KGSLC,Month-to-Month,1
184,2576-HXMPA,Month-to-Month,1
185,0511-JTEOY,Month-to-Month,1
186,2903-YYTBW,Month-to-Month,1
187,1240-KNSEZ,Month-to-Month,1
188,3439-GVUSX,Month-to-Month,1
189,0247-SLUJI,Month-to-Month,1
190,0248-IPDFW,Month-to-Month,1
191,3428-XZMAZ,Month-to-Month,1
192,1915-IOFGU,Month-to-Month,1
193,1928-BXYIV,Month-to-Month,1
194,2565-JSLRY,Month-to-Month,1
195,2982-IHMFT,Month-to-Month,1
196,3296-SILRA,Month-to-Month,1
197,3577-AMVUX,Month-to-Month,1
198,4291-HPAXL,Month-to-Month,1
199,1934-SJVJK,Month-to-Month,1
200,3027-ZTDHO,Month-to-Month,1
201,2636-ALXXZ,Month-to-Month,1
202,3422-LYEPQ,Month-to-Month,1
203,3566-HJGPK,Month-to-Month,1
204,3590-TCXTB,Month-to-Month,1
205,0817-HSUSE,Month-to-Month,1
206,4013-GUXND,Month-to-Month,1
207,3627-FHKBK,Month-to-Month,1
208,0723-DRCLG,Month-to-Month,1
209,3165-HDOEW,Month-to-Month,1
210,1086-LXKFY,Month-to-Month,1
211,3645-DEYGF,Month-to-Month,1
212,1084-UQCHV,Month-to-Month,1
213,3877-JRJIP,Month-to-Month,1
214,3658-KIBGF,Month-to-Month,1
215,3946-MHCZW,Month-to-Month,1
216,0841-NULXI,Month-to-Month,1
217,2275-RBYQS,Month-to-Month,1
218,4274-OWWYO,Month-to-Month,1
219,4273-MBHYA,Month-to-Month,1
220,0684-AOSIH,Month-to-Month,1
221,0295-PPHDO,Month-to-Month,1
222,3669-OYSJI,Month-to-Month,1
223,3091-FYHKI,Month-to-Month,1
224,4255-DDUOU,Month-to-Month,1
225,0679-IDSTG,Month-to-Month,1
226,3177-LASXD,Month-to-Month,1
227,2542-HYGIQ,Month-to-Month,1
228,3090-QFUVD,Month-to-Month,1
229,0674-EYYZV,Month-to-Month,1
230,4237-RLAQD,Month-to-Month,1
231,3178-FESZO,Month-to-Month,1
232,2220-IAHLS,Month-to-Month,1
233,0673-IGUQO,Month-to-Month,1
234,0495-RVCBF,Month-to-Month,1
235,3891-PUQOD,Month-to-Month,1
236,0670-KDOMA,Month-to-Month,1
237,1069-XAIEM,Month-to-Month,1
238,2273-QCKXA,Month-to-Month,1
239,4232-JGKIY,Month-to-Month,1
240,3679-XASPY,Month-to-Month,1
241,1066-JKSGK,Month-to-Month,1
242,0318-QUUOB,Month-to-Month,1
243,0661-XEYAN,Month-to-Month,1
244,3085-QUOZK,Month-to-Month,1
245,3186-BAXNB,Month-to-Month,1
246,3707-GNWHM,Month-to-Month,1
247,3988-RQIXO,Month-to-Month,1
248,0322-YINQP,Month-to-Month,1
249,2207-NHRJK,Month-to-Month,1
250,4211-MMAZN,Month-to-Month,1
251,1062-LHZOD,Month-to-Month,1
252,3716-BDVDB,Month-to-Month,1
253,3900-AQPHZ,Month-to-Month,1
254,0328-GRPMV,Month-to-Month,1
255,2262-SLNVK,Month-to-Month,1
256,4201-JMNGR,Month-to-Month,1
257,3716-UVSPD,Month-to-Month,1
258,3717-OFRTN,Month-to-Month,1
259,2080-SRCDE,Month-to-Month,1
260,3722-WPXTK,Month-to-Month,1
261,2081-KJSQF,Month-to-Month,1
262,0488-GSLFR,Month-to-Month,1
263,4195-NZGTA,Month-to-Month,1
264,0623-GDISB,Month-to-Month,1
265,4193-ORFCL,Month-to-Month,1
266,3727-JEZTU,Month-to-Month,1
267,3746-EUBYR,Month-to-Month,1
268,0616-ATFGB,Month-to-Month,1
269,0612-RTZZA,Month-to-Month,1
270,2082-CEFLT,Month-to-Month,1
271,3751-KTZEL,Month-to-Month,1
272,3030-ZKIWL,Month-to-Month,1
273,2538-OIMXF,Month-to-Month,1
274,3373-YZZYM,Month-to-Month,1
275,0970-QXPXW,Month-to-Month,1
276,2254-DLXRI,Month-to-Month,1
277,2103-ZRXFN,Month-to-Month,1
278,0887-HJGAR,Month-to-Month,1
279,1582-RAFML,Month-to-Month,1
280,3765-JXVKY,Month-to-Month,1
281,3308-MHOOC,Month-to-Month,1
282,4146-SVFUD,Month-to-Month,1
283,2111-DWYHN,Month-to-Month,1
284,0374-AACSZ,Month-to-Month,1
285,3776-EKTKM,Month-to-Month,1
286,0970-ETWGE,Month-to-Month,1
287,0375-HVGXO,Month-to-Month,1
288,3785-NRHYR,Month-to-Month,1
289,2446-PLQVO,Month-to-Month,1
290,2209-XADXF,Month-to-Month,1
291,3797-VTIDR,Month-to-Month,1
292,3926-CUQZX,Month-to-Month,1
293,3068-OMWZA,Month-to-Month,1
294,3801-HMYNL,Month-to-Month,1
295,1031-IIDEO,Month-to-Month,1
296,3803-KMQFW,Month-to-Month,1
297,1029-QFBEN,Month-to-Month,1
298,3066-RRJIO,Month-to-Month,1
299,3063-QFSZL,Month-to-Month,1
300,2135-RXIHG,Month-to-Month,1
301,3807-XHCJH,Month-to-Month,1
302,0968-GSIKN,Month-to-Month,1
303,0390-DCFDQ,Month-to-Month,1
304,4110-PFEUZ,Month-to-Month,1
305,3976-NLDEZ,Month-to-Month,1
306,3930-ZGWVE,Month-to-Month,1
307,3244-DCJWY,Month-to-Month,1
308,3247-MHJKM,Month-to-Month,1
309,1024-GUALD,Month-to-Month,1
310,2514-GINMM,Month-to-Month,1
311,3551-HUAZH,Month-to-Month,1
312,1015-OWJKI,Month-to-Month,1
313,2792-LSHWX,Month-to-Month,1
314,1536-HBSWP,Month-to-Month,1
315,1541-ETJZO,Month-to-Month,1
316,8329-IBCTI,Month-to-Month,1
317,9214-EKVXR,Month-to-Month,1
318,4667-OHGKG,Month-to-Month,1
319,5542-TBBWB,Month-to-Month,1
320,6849-WLEYG,Month-to-Month,1
321,9174-FKWZE,Month-to-Month,1
322,8080-DDEMJ,Month-to-Month,1
323,9136-ALYBR,Month-to-Month,1
324,8048-DSDFQ,Month-to-Month,1
325,5550-VFRLC,Month-to-Month,1
326,5552-ZNFSJ,Month-to-Month,1
327,6959-UWKHF,Month-to-Month,1
328,4678-DVQEO,Month-to-Month,1
329,5077-DXTCG,Month-to-Month,1
330,6960-HVYXR,Month-to-Month,1
331,5919-TMRGD,Month-to-Month,1
332,9124-LHCJQ,Month-to-Month,1
333,9122-UMROB,Month-to-Month,1
334,5088-QZLRL,Month-to-Month,1
335,5167-ZFFMM,Month-to-Month,1
336,5564-NEMQO,Month-to-Month,1
337,6982-SSHFK,Month-to-Month,1
338,8042-JVNFH,Month-to-Month,1
339,8393-JMVMB,Month-to-Month,1
340,8040-MNRTF,Month-to-Month,1
341,7767-UXAGJ,Month-to-Month,1
342,9117-SHLZX,Month-to-Month,1
343,9108-EJFJP,Month-to-Month,1
344,8821-XNHVZ,Month-to-Month,1
345,6982-UQZLY,Month-to-Month,1
346,6857-VWJDT,Month-to-Month,1
347,9103-CXVOK,Month-to-Month,1
348,6772-KSATR,Month-to-Month,1
349,8073-IJDCM,Month-to-Month,1
350,4702-IOQDC,Month-to-Month,1
351,8816-VXNZD,Month-to-Month,1
352,6770-XUAGN,Month-to-Month,1
353,5103-MHMHY,Month-to-Month,1
354,5494-HECPR,Month-to-Month,1
355,7054-LGEQW,Month-to-Month,1
356,5178-LMXOP,Month-to-Month,1
357,6728-WYQBC,Month-to-Month,1
358,9058-CBREO,Month-to-Month,1
359,7065-YUNRY,Month-to-Month,1
360,8380-PEFPE,Month-to-Month,1
361,6702-OHFWR,Month-to-Month,1
362,9019-QVLZD,Month-to-Month,1
363,5583-SXDAG,Month-to-Month,1
364,7096-UCLNH,Month-to-Month,1
365,5186-SAMNZ,Month-to-Month,1
366,6689-KXGBO,Month-to-Month,1
367,5192-EBGOV,Month-to-Month,1
368,7120-RFMVS,Month-to-Month,1
369,8375-DKEBR,Month-to-Month,1
370,5196-SGOAK,Month-to-Month,1
371,6656-JWRQX,Month-to-Month,1
372,8372-JUXUI,Month-to-Month,1
373,5597-GLBUC,Month-to-Month,1
374,4727-MCYZG,Month-to-Month,1
375,4729-XKASR,Month-to-Month,1
376,6654-QGBZZ,Month-to-Month,1
377,6653-CBBOM,Month-to-Month,1
378,8356-WUAOJ,Month-to-Month,1
379,8473-VUVJN,Month-to-Month,1
380,8992-JQYUN,Month-to-Month,1
381,6650-VJONK,Month-to-Month,1
382,8064-RAVOH,Month-to-Month,1
383,5501-TVMGM,Month-to-Month,1
384,8992-CEUEN,Month-to-Month,1
385,4745-LSPLO,Month-to-Month,1
386,6629-CZTTH,Month-to-Month,1
387,7153-OANIO,Month-to-Month,1
388,4749-VFKVB,Month-to-Month,1
389,6618-RYATB,Month-to-Month,1
390,6615-ZGEDR,Month-to-Month,1
391,8779-QRDMV,Month-to-Month,1
392,7180-PISOG,Month-to-Month,1
393,8775-LHDJH,Month-to-Month,1
394,4759-TRPLW,Month-to-Month,1
395,5207-PLSTK,Month-to-Month,1
396,4760-XOHVN,Month-to-Month,1
397,7181-BQYBV,Month-to-Month,1
398,8974-OVACP,Month-to-Month,1
399,6608-QQLVK,Month-to-Month,1
400,8950-MTZNV,Month-to-Month,1
401,5510-BOIUJ,Month-to-Month,1
402,8945-GRKHX,Month-to-Month,1
403,5624-BQSSA,Month-to-Month,1
404,7206-GZCDC,Month-to-Month,1
405,6595-COKXZ,Month-to-Month,1
406,4781-ZXYGU,Month-to-Month,1
407,8757-TFHHJ,Month-to-Month,1
408,7216-EWTRS,Month-to-Month,1
409,8445-DNBAE,Month-to-Month,1
410,8000-REIQB,Month-to-Month,1
411,4786-UKSNZ,Month-to-Month,1
412,8062-YBDOE,Month-to-Month,1
413,6582-OIVSP,Month-to-Month,1
414,6579-JPICP,Month-to-Month,1
415,6569-KTMDU,Month-to-Month,1
416,6567-HOOPW,Month-to-Month,1
417,4797-AXPXK,Month-to-Month,1
418,5515-IDEJJ,Month-to-Month,1
419,8749-CLJXC,Month-to-Month,1
420,4800-VHZKI,Month-to-Month,1
421,8937-RDTHP,Month-to-Month,1
422,8305-VHZBZ,Month-to-Month,1
423,7239-HZZCX,Month-to-Month,1
424,7242-QZLXF,Month-to-Month,1
425,5133-POWUA,Month-to-Month,1
426,7243-LCGGZ,Month-to-Month,1
427,4806-HIPDW,Month-to-Month,1
428,7246-ZGQDF,Month-to-Month,1
429,5240-IJOQT,Month-to-Month,1
430,6521-YYTYI,Month-to-Month,1
431,7250-EQKIY,Month-to-Month,1
432,5134-IKDAY,Month-to-Month,1
433,7252-NTGSS,Month-to-Month,1
434,8286-AFUYI,Month-to-Month,1
435,8280-MQRQN,Month-to-Month,1
436,8896-BQTTI,Month-to-Month,1
437,7254-IQWOZ,Month-to-Month,1
438,8740-CRYFY,Month-to-Month,1
439,6513-EECDB,Month-to-Month,1
440,6502-MJQAE,Month-to-Month,1
441,7274-RTAPZ,Month-to-Month,1
442,7291-CDTMJ,Month-to-Month,1
443,8267-KFGYD,Month-to-Month,1
444,7989-CHGTL,Month-to-Month,1
445,7294-TMAOP,Month-to-Month,1
446,6996-KNSML,Month-to-Month,1
447,8885-QSQBX,Month-to-Month,1
448,6894-LFHLY,Month-to-Month,1
449,7298-IZWLY,Month-to-Month,1
450,8262-COGGB,Month-to-Month,1
451,5275-SQEIZ,Month-to-Month,1
452,5522-JBWMO,Month-to-Month,1
453,6907-FLBER,Month-to-Month,1
454,8260-NGFNY,Month-to-Month,1
455,8058-INTPH,Month-to-Month,1
456,4826-XTSOH,Month-to-Month,1
457,7302-ZHMHP,Month-to-Month,1
458,7310-EGVHZ,Month-to-Month,1
459,7312-XSBAT,Month-to-Month,1
460,6457-USBER,Month-to-Month,1
461,5673-FSSMF,Month-to-Month,1
462,6888-SBYAI,Month-to-Month,1
463,6457-GIRWB,Month-to-Month,1
464,5868-YTYKS,Month-to-Month,1
465,8051-HJRLT,Month-to-Month,1
466,6416-TVAIH,Month-to-Month,1
467,7359-PTSXY,Month-to-Month,1
468,7365-BVCJH,Month-to-Month,1
469,6390-DSAZX,Month-to-Month,1
470,5143-WMWOG,Month-to-Month,1
471,6877-TJMBR,Month-to-Month,1
472,4844-JJWUY,Month-to-Month,1
473,5692-FPTAH,Month-to-Month,1
474,4847-QNOKA,Month-to-Month,1
475,7814-LEEVE,Month-to-Month,1
476,6876-ADESB,Month-to-Month,1
477,8710-YGLWG,Month-to-Month,1
478,6380-ARCEH,Month-to-Month,1
479,6372-RFVNS,Month-to-Month,1
480,5909-ECHUI,Month-to-Month,1
481,6910-HADCM,Month-to-Month,1
482,4855-SNKMY,Month-to-Month,1
483,8705-WZCYL,Month-to-Month,1
484,5696-QURRL,Month-to-Month,1
485,6917-IAYHD,Month-to-Month,1
486,6366-ZGQGL,Month-to-Month,1
487,5906-BFOZT,Month-to-Month,1
488,4871-JTKJF,Month-to-Month,1
489,7932-WPTDS,Month-to-Month,1
490,8695-WDYEA,Month-to-Month,1
491,5701-SVCWR,Month-to-Month,1
492,4877-EVATK,Month-to-Month,1
493,6358-LYNGM,Month-to-Month,1
494,8687-BAFGU,Month-to-Month,1
495,6356-ELRKD,Month-to-Month,1
496,7409-KIUTL,Month-to-Month,1
497,5539-TMZLF,Month-to-Month,1
498,7434-SHXLS,Month-to-Month,1
499,6317-YPKDH,Month-to-Month,1
500,8203-XJZRC,Month-to-Month,1
501,7439-DKZTW,Month-to-Month,1
502,7442-YGZFK,Month-to-Month,1
503,7465-ZZRVX,Month-to-Month,1
504,6286-SUUWT,Month-to-Month,1
505,4892-VLANZ,Month-to-Month,1
506,8665-UTDHZ,Month-to-Month,1
507,4897-QSUYC,Month-to-Month,1
508,7926-IJOOU,Month-to-Month,1
509,7493-TPUWZ,Month-to-Month,1
510,7503-ZGUZJ,Month-to-Month,1
511,6260-ONULR,Month-to-Month,1
512,6230-BSUXY,Month-to-Month,1
513,7537-RBWEA,Month-to-Month,1
514,4910-GMJOT,Month-to-Month,1
515,4912-PIGUY,Month-to-Month,1
516,8180-AKMJV,Month-to-Month,1
517,7908-QCBCA,Month-to-Month,1
518,7903-CMPEY,Month-to-Month,1
519,7551-JOHTI,Month-to-Month,1
520,8644-XLFBW,Month-to-Month,1
521,5351-QESIO,Month-to-Month,1
522,7568-PODML,Month-to-Month,1
523,4929-BSTRX,Month-to-Month,1
524,7577-SWIFR,Month-to-Month,1
525,5356-RHIPP,Month-to-Month,1
526,7893-IXHRQ,Month-to-Month,1
527,5858-EAFCZ,Month-to-Month,1
528,6158-HDPXZ,Month-to-Month,1
529,7794-JASDG,Month-to-Month,1
530,5884-GCYMI,Month-to-Month,1
531,7590-VHVEG,Month-to-Month,1
532,6145-NNPNO,Month-to-Month,1
533,6142-VSJQO,Month-to-Month,1
534,5766-ZJYBB,Month-to-Month,1
535,5376-DEQCP,Month-to-Month,1
536,5378-IKEEG,Month-to-Month,1
537,6141-OOXUQ,Month-to-Month,1
538,6140-QNRQQ,Month-to-Month,1
539,8149-RSOUN,Month-to-Month,1
540,7593-XFKDI,Month-to-Month,1
541,7594-RQHXR,Month-to-Month,1
542,6128-CZOMY,Month-to-Month,1
543,7878-RTCZG,Month-to-Month,1
544,6127-IYJOZ,Month-to-Month,1
545,6124-ACRHJ,Month-to-Month,1
546,8620-RJPZN,Month-to-Month,1
547,7595-EUIVN,Month-to-Month,1
548,6121-VZNQB,Month-to-Month,1
549,7601-WFVZV,Month-to-Month,1
550,5393-RXQSZ,Month-to-Month,1
551,4988-IQIGL,Month-to-Month,1
552,7617-EYGLW,Month-to-Month,1
553,7854-FOKSF,Month-to-Month,1
554,5797-APWZC,Month-to-Month,1
555,6086-ESGRL,Month-to-Month,1
556,8605-ITULD,Month-to-Month,1
557,7853-WNZSY,Month-to-Month,1
558,7623-TRNQN,Month-to-Month,1
559,8603-IJWDN,Month-to-Month,1
560,7853-GVUDZ,Month-to-Month,1
561,7660-HDPJV,Month-to-Month,1
562,5419-JPRRN,Month-to-Month,1
563,6032-IGALN,Month-to-Month,1
564,8580-AECUZ,Month-to-Month,1
565,7663-RGWBC,Month-to-Month,1
566,7851-FLGGQ,Month-to-Month,1
567,7665-TOALD,Month-to-Month,1
568,5999-LCXAO,Month-to-Month,1
569,5996-DAOQL,Month-to-Month,1
570,7698-YFGEZ,Month-to-Month,1
571,7839-QRKXN,Month-to-Month,1
572,8566-YPRGL,Month-to-Month,1
573,5028-HTLJB,Month-to-Month,1
574,5032-MIYKT,Month-to-Month,1
575,7721-DVEKZ,Month-to-Month,1
576,5834-ASPWA,Month-to-Month,1
577,5875-YPQFJ,Month-to-Month,1
578,5043-TRZWM,Month-to-Month,1
579,7734-DBOAI,Month-to-Month,1
580,8562-GHPPI,Month-to-Month,1
581,5047-LHVLY,Month-to-Month,1
582,5049-GLYVG,Month-to-Month,1
583,5960-WPXQM,Month-to-Month,1
584,5054-IEXZT,Month-to-Month,1
585,7754-IXRMC,Month-to-Month,1
586,7825-GKXMW,Month-to-Month,1
587,5940-AHUHD,Month-to-Month,1
588,5868-CZJDR,Month-to-Month,1
589,6905-NIQIN,Month-to-Month,1
590,9282-IZGQK,Month-to-Month,1
591,9248-OJYKK,Month-to-Month,1
592,9244-ZVAPM,Month-to-Month,1
593,9227-LUNBG,Month-to-Month,1
594,9223-UCPVT,Month-to-Month,1
1,6856-RAURS,Month-to-Month,2
2,4671-LXRDQ,Month-to-Month,2
3,6942-LBFDP,Month-to-Month,2
4,6844-DZKRF,Month-to-Month,2
5,5159-YFPKQ,Month-to-Month,2
6,5561-NWEVX,Month-to-Month,2
7,8835-VSDSE,Month-to-Month,2
8,6817-WTYHE,Month-to-Month,2
9,5562-YJQGT,Month-to-Month,2
10,4695-WJZUE,Month-to-Month,2
11,5173-WXOQV,Month-to-Month,2
12,6778-YSNIH,Month-to-Month,2
13,6993-OHLXR,Month-to-Month,2
14,5916-QEWPT,Month-to-Month,2
15,7017-VFULY,Month-to-Month,2
16,7024-OHCCK,Month-to-Month,2
17,8805-JNRAZ,Month-to-Month,2
18,4713-LZDRV,Month-to-Month,2
19,5600-KTXFM,Month-to-Month,2
20,8348-HFYIV,Month-to-Month,2
21,4741-WWJQZ,Month-to-Month,2
22,6645-MXQJT,Month-to-Month,2
23,6629-LADHQ,Month-to-Month,2
24,5208-HFSBT,Month-to-Month,2
25,7198-GLXTC,Month-to-Month,2
26,4770-UEZOX,Month-to-Month,2
27,8006-PYCSW,Month-to-Month,2
28,7218-HKQFK,Month-to-Month,2
29,7817-BOQPW,Month-to-Month,2
30,7235-NXZCP,Month-to-Month,2
31,5644-PDMZC,Month-to-Month,2
32,5649-ANRML,Month-to-Month,2
33,6519-CFDBX,Month-to-Month,2
34,4816-JBHOV,Month-to-Month,2
35,8739-QOTTN,Month-to-Month,2
36,8263-JQAIK,Month-to-Month,2
37,5276-KQWHG,Month-to-Month,2
38,5277-ZLOOR,Month-to-Month,2
39,6474-FVJLC,Month-to-Month,2
40,5673-TIYIB,Month-to-Month,2
41,7314-OXENN,Month-to-Month,2
42,7321-VGNKU,Month-to-Month,2
43,7377-DMMRI,Month-to-Month,2
44,7379-FNIUJ,Month-to-Month,2
45,8713-IGZSO,Month-to-Month,2
46,7389-KBFIT,Month-to-Month,2
47,7394-LWLYN,Month-to-Month,2
48,5318-IXUZF,Month-to-Month,2
49,5028-GZLDO,Month-to-Month,2
50,7615-ESMYF,Month-to-Month,2
51,7881-EVUAD,Month-to-Month,2
52,5091-HFAZW,Month-to-Month,2
53,8150-QUDFX,Month-to-Month,2
54,7729-JTEEC,Month-to-Month,2
55,5832-XKAES,Month-to-Month,2
56,5485-WUYWF,Month-to-Month,2
57,5493-SDRDQ,Month-to-Month,2
58,5712-PTIWW,Month-to-Month,2
59,7854-EKTJL,Month-to-Month,2
60,9101-NTIXF,Month-to-Month,2
61,8642-GVWRF,Month-to-Month,2
62,4662-EKDPQ,Month-to-Month,2
63,7579-OOPEC,Month-to-Month,2
64,5968-VXZLG,Month-to-Month,2
65,4959-JOSRX,Month-to-Month,2
66,7580-UGXNC,Month-to-Month,2
67,5119-NZPTV,Month-to-Month,2
68,7636-XUHWW,Month-to-Month,2
